"ID","Fecha de evaluación (dd/mm/aaaa)","Edad","Género","Años de educacion","OCUPACIÓN U OFICIO","LATERALIDAD","BILINGÜE","ESTADO CIVIL ACTUAL","ÁREA DE RESIDENCIA","INGRESOS MENSUALES","CONSUMO DE ALCOHOL","TRABAJOS POR FUERA DE LA COMUNIDAD","SERVICIOS DE INTERNET","SERVICIOS DE SALUD","SERVICIO DE ELECTRICIDAD","AC_Hablar","AC_Leer","AC_Escribir","AC_Idioma_Infancia","AC_Idioma_casa","AC_Idioma_trabajo","AC_Idioma_amigos","AC_Idioma_pensamiento","AC_Amigos_cercanos","AC_Fiestas","AC_Visitas","AC_Amigos_hijos","AC_Rituales","AC_Religion","AC_Vestimenta","AC_Se_considera","Fecha de nacimiento (dd/mm/aaaa)","Mano dominante","Edad comienzo escuela","Residencia actual","Tiempo vivido aquí","Residencia en otro lugar","¿Dónde?...39","¿Cuánto tiempo?","Lugar de nacimiento","Curso de idioma","¿Qué idioma?","¿Dónde?...44","Idioma materno padre","Idioma materno madre","Idioma casa 1","Porcentaje","P_I_Idioma","P_I_Primer contacto","P_I_Guardería","P_I_Preescolar","P_I_Primaria","P_I_Secundaria","P_I_Bachiller","P_I_Universidad","P_I_Contextos específicos","P_I_Expresión","P_I_Comprensión","P_I_Lectura","P_I_Escritura","P_I_Acento","S_I_Idioma","S_I_Primer contacto","S_I_Guardería","S_I_Preescolar","S_I_Primaria","S_I_Secundaria","S_I_Bachiller","S_I_Universidad","S_I_Contextos específicos","S_I_Expresión","S_I_Comprensión","S_I_Lectura","S_I_Escritura","S_I_Acento","SF1","SF2","SF3","SF4","SF5","SF6","SF7","SF8","SF9","SF10","SF11","SF12","SF13","SF14","SF15","SF16","SF17","SF18","SF19","SF20","SF21","SF22","SF23","SF24","SF25","SF26","SF27","SF28","SF29","SF30","SF31","SF32","SF33","SF34","SF35","SF36","MMSE","PHQ-9","Bartel","Figura de rey puntuación copia","Figura de rey puntuación memoria inmediata","Fluidez verbal M","Fluidez verbal R","Fluidez verbal P","Fluidez semantica animales","Fluidez semantica frutas","HLVRT-R ensayo 1","HLVRT-R ensayo 2","HLVRT-R ensayo 3","Total recuerdo inmediato","HLVRT-R evocación tardía","Reconocimiento total correctas","Falsos positivos semanticamente relacionados","Falsos positivos no relacionados semanticamente","Número total errores","STROOP P","STROOP C","STROOP PC","STROOP pc Calculado","Interferencia","M-WCST categorías correctas","M-WCST perseveraciones","M-WCST errores","M-WCST total errores","TMT A tiempo (sg)","TMT B tiempo (sg)","BTA-N","BTA-L","Total","SDMT","Errores","AC_Religion_rec","AC_Hablar_inv","AC_Leer_inv","AC_Escribir_inv","AC_Idioma_Infancia_inv","AC_Idioma_casa_inv","AC_Idioma_trabajo_inv","AC_Idioma_amigos_inv","AC_Idioma_pensamiento_inv","AC_Rituales_inv","AC_sub_lenguaje","AC_sub_social","AC_sub_rituales","AC_sub_identidad","AC_total","AC_items_usados"
"ZC31S1081",2020-07-04,31,"M",0,"artesania","Diestro","si","soltero/a","Rural",3e+05,"Nunca/casi nunca","Si","NO","NO","Si",4,4,4,5,5,4,4,5,1,3,3,3,5,2,1,1,"32638","derecha","NA","Resguardo",7,"si","Resguardo Hondura-Florencia",14,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","Comunidad",5,5,2,2,5,"Español","12","NA","NA","NA","NA","NA","NA","Visitantes",3,3,1,1,2,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,3,5,5,1,5,5,3,3,3,3,22,1,100,12,8,3,5,1,8,9,2,4,4,10,4,9,2,1,3,25,12,20,8.10810810810811,11.8918918918919,0,15,17,32,100,361,2,1,3,6,2,1,2,2,2,1,1,2,2,1,1,13,10,1,3,27,16
"CZ35S1083",2020-07-04,35,"H",5,"artesania","Diestro","si","union civil","Rural",50000,"Nunca/casi nunca","Si","NO","NO","Si",4,2,3,5,5,1,3,3,3,3,3,3,5,4,3,1,"44030","derecha","3","Resguardo",7,"si","Resguardo Hondura-Florencia",18,"florencia","No",NA,NA,"Embera","Embera","Embera",90,"Embera","Desde el nacimiento","5","5","5","NA","NA","NA","Comunidad",5,5,5,5,5,"Español","6","NA","NA","NA","NA","NA","NA","Comercio",4,4,4,4,4,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,6,6,1,2,6,6,1,4,5,5,1,5,1,25,1,100,35,34,11,5,9,7,8,2,3,5,10,5,11,2,0,2,72,59,33,32.4274809160305,0.572519083969468,2,16,16,32,38,159,6,5,11,11,1,3,2,4,3,1,1,5,3,3,1,22,12,1,7,42,16
"CZ49S1084",2020-07-04,49,"H",5,"Gobernador","Diestro","si","union civil","Rural",2e+05,"Nunca/casi nunca","Si","NO","NO","Si",4,2,4,5,5,5,5,5,1,2,2,3,5,4,3,1,"25654","derecha","5","Resguardo",6,"si","Resguardo Hondura-Florencia",6,"Florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","Comunidad",5,5,5,5,5,"Español","21","NA","NA","NA","NA","NA","NA","otros",3,3,3,3,1,3,5,2,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,1,2,2,1,6,6,1,1,6,6,1,6,5,3,2,5,2,29,0,100,24,18,7,7,7,10,10,5,3,4,12,1,10,1,0,1,41,44,16,21.2235294117647,-5.22352941176471,2,12,25,37,130,358,0,1,1,4,0,3,2,4,2,1,1,1,1,1,1,13,8,1,7,29,16
"CZ18S1085",2020-07-04,18,"H",9,"Estudiante","Diestro","si","union civil","Rural",6e+05,"Nunca/casi nunca","NO","SI","NO","Si",3,2,3,3,3,3,3,3,2,3,2,3,5,4,5,1,"37402","derecha","4","Resguardo",6,"si","Resguardo Hondura-Florencia",14,"florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","0","5","NA","NA","Comunidad",5,5,5,5,5,"Español","1","NA","NA","5","5","NA","NA","Escuela",5,5,5,5,5,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,6,6,1,1,6,6,1,6,5,5,1,5,1,28,1,100,36,23,10,10,9,20,13,5,8,9,22,8,12,0,0,0,102,51,40,34,6,3,5,12,17,28,98,9,7,16,20,0,3,3,4,3,3,3,3,3,3,1,25,10,1,9,45,16
"CZ56S1086",2020-07-05,56,"H",0,"Agricultura","Diestro","si","union civil","Rural",4e+05,"Nunca/casi nunca","Si","NO","NO","Si",4,1,1,5,5,3,5,5,2,2,2,3,5,4,3,1,"23674","derecha","0","Resguardo",6,"si","Resguardo Hondura-Florencia",14,"florencia","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","NA","NA","NA","NA","Comunidad",5,5,5,5,5,"Español","9","NA","NA","NA","NA","NA","NA","Amigos",4,4,3,3,3,4,5,2,3,3,3,3,3,3,3,3,3,2,1,1,1,2,2,2,1,3,2,4,6,6,2,4,6,5,1,5,4,3,1,5,2,29,1,100,5,0,10,6,5,11,10,3,5,5,13,6,10,1,0,1,60,40,27,24,3,1,17,19,36,80,300,2,1,3,7,2,3,2,5,5,1,1,3,1,1,1,19,9,1,7,36,16
"CZ22S1087",2020-07-05,22,"H",9,"Aux. Veterinario","Zurdo","si","union civil","Rural",50000,"Nunca/casi nunca","NO","SI","NO","Si",3,1,1,5,4,5,3,5,3,2,3,3,5,4,3,1,"35883","zurdo","6","Resguardo",9,"si","Resguardo Hondura-Florencia",14,"florencia","No",NA,NA,"Embera","Embera","Embera",80,"Embera","Desde el nacimiento","5","5","0","0","NA","NA","Comunidad",5,5,5,5,5,"Español","2","0","0","5","5","NA","NA","Amigos",4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,6,6,2,4,6,5,2,5,5,5,1,5,2,30,2,100,33,21,12,10,12,20,11,7,9,10,26,10,12,2,0,2,105,75,36,43.75,-7.75,2,8,18,26,39,71,7,9,16,17,0,3,3,5,5,1,2,1,3,1,1,21,11,1,7,40,16
"CZ38S2088",2020-07-11,38,"H",3,"artesania","Diestro","si","union civil","Rural",3e+05,"Nunca/casi nunca","Si","NO","NO","Si",4,2,2,5,4,4,4,5,2,2,2,3,5,4,4,1,"30321","derecha","10","Resguardo",7,"si","Resguardo Hondura-Florencia",30,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","5","NA","NA","NA","Comunidad",5,5,5,5,5,"Español","10","NA","NA","5","NA","NA","NA","Amigos",4,4,4,4,4,1,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,6,6,1,1,6,6,1,6,5,5,1,3,1,30,0,100,36,30,5,7,11,14,13,4,7,9,20,9,11,2,0,2,74,70,25,35.9722222222222,-10.9722222222222,1,4,26,30,54,189,4,9,13,34,0,3,2,4,4,1,2,2,2,1,1,18,9,1,8,36,16
"CZ20S2089",2020-07-11,20,"M",9,"artesania","ambidiestro/a","si","union civil","Rural",150000,"Nunca/casi nunca","NO","NO","NO","Si",4,4,2,3,3,3,2,2,3,3,3,3,5,4,4,1,"36622","ambidiestra","7","Resguardo",7,"si","Resguardo Hondura-Florencia",13,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","0","0","5","NA","NA","Comunidad",5,5,5,5,5,"Español","2","NA","5","5","0","NA","NA","compañeros",5,5,5,5,4,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1,2,1,1,6,6,1,2,6,6,1,6,5,5,1,3,1,30,1,100,33,28,12,5,11,18,14,6,5,10,21,9,9,2,0,2,112,68,33,42.3111111111111,-9.31111111111111,1,8,22,30,68,224,9,6,15,27,0,3,2,2,4,3,3,3,4,4,1,25,12,1,8,46,16
"CZ29S2090",2020-07-11,29,"H",9,"Ordeñador","Diestro","si","union civil","Rural",1e+05,"1-2 veces a la semana","NO","NO","NO","Si",4,4,5,5,5,4,4,5,3,3,3,4,5,5,3,1,"33147","derecha","8","Resguardo",7,"si","Florencia",8,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","5","5","0","NA","NA","Comunidad",5,5,5,5,5,"Español","2","NA","0","0","5","NA","NA","Amigos",4,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,6,6,1,1,6,4,1,4,5,5,5,2,4,30,2,100,31,22,11,9,21,23,13,6,8,9,23,11,11,0,0,0,87,49,8,31.3455882352941,-23.3455882352941,2,9,22,31,89,193,8,6,14,29,3,4,2,2,1,1,1,2,2,1,1,12,13,1,8,34,16
"CZ33S2091",2020-07-11,33,"H",13,"Profesor","Diestro","si","union civil","Rural",850000,"1-2 veces a la semana","NO","SI","NO","Si",3,1,1,5,3,4,3,3,3,3,3,3,5,6,3,1,"32130","derecha","9","Resguardo",7,"si","Florencia",9,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",80,"Embera","Desde el nacimiento","NA","NA","5","0","0","0","Comunidad",5,5,5,5,5,"Español","9","NA","NA","0","5","5","5","amigos, clases",4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,4,2,2,6,6,1,2,4,6,1,6,5,3,2,3,1,29,2,100,32,27,20,13,22,23,16,4,5,11,20,9,11,1,0,1,104,81,45,45.5351351351351,-0.535135135135135,5,2,11,13,78,115,8,9,17,58,0,5,3,5,5,1,3,2,3,3,1,25,12,1,9,47,16
"CZ25S2092",2020-07-11,25,"M",11,"artesania","Diestro","si","union civil","Rural",1e+05,"Nunca/casi nunca","NO","NO","NO","Si",4,1,1,5,5,5,3,5,1,1,1,3,5,4,3,1,"34608","derecha","10","Resguardo",7,"si","Florencia",9,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",100,"Embera","Desde el nacimiento","NA","NA","0","0","NA","NA","Comunidad",5,5,5,5,5,"Español","10","NA","NA","5","5","NA","NA","amigos",3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,3,2,2,2,2,2,4,2,2,4,1,3,1,4,3,4,27,3,100,34,14,5,5,7,14,14,6,5,7,18,7,10,0,0,0,81,65,17,36.0616438356164,-19.0616438356164,1,10,24,34,57,137,8,8,16,30,1,3,2,5,5,1,1,1,3,1,1,19,6,1,7,33,16
"CZ22S2093",2020-07-12,22,"H",8,"artesania","Diestro","si","union civil","Rural",120000,"1-2 veces a la semana","NO","NO","NO","Si",4,3,4,5,4,5,3,5,2,3,3,4,5,5,3,1,"35779","derecha","5","Resguardo",7,"si","Florencia",9,"Resguardo Honduras","No",NA,NA,"Embera","Embera","Embera",90,"Embera","Desde el nacimiento","NA","0","0","5","NA","NA","Comunidad",5,5,5,5,5,"Español","5","NA","5","5","0","NA","NA","amigos",3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,1,1,1,6,1,1,1,4,6,1,6,5,5,1,5,1,29,2,100,30,22,8,10,10,11,12,3,6,5,14,2,12,1,0,1,90,69,40,39.0566037735849,0.943396226415096,2,4,19,23,71,124,4,7,11,28,0,4,2,3,2,1,2,1,3,1,1,15,12,1,8,36,16
